N.test,b1.test,b2.test,varInt.test,varSlope_b1.test,varSlope_b2.test,varResid.test,power_b1,power_b2,r_x1,r_x2
60,0.05,0.05,0.05,0.1,0.1,0.1,0.596,0.705,0.0924974947471009,0.117777578474468
60,0.05,0.05,0.05,0.1,0.1,0.2,0.574,0.659,0.0855261631539547,0.106695333000653
60,0.05,0.05,0.05,0.1,0.1,0.3,0.501,0.655,0.0762536845627833,0.0994621733377416
60,0.05,0.05,0.1,0.01,0.01,0.01,0.996,0.998,0.265073271390475,0.327208308659483
60,0.05,0.05,0.1,0.01,0.01,0.1,0.969,0.983,0.156813096837271,0.194686510497493
60,0.05,0.05,0.1,0.01,0.01,0.2,0.886,0.956,0.118123376091183,0.147508997822637
60,0.05,0.05,0.1,0.01,0.01,0.3,0.761,0.904,0.0970771240559771,0.124887833151001
60,0.05,0.05,0.1,0.01,0.05,0.01,0.98,0.875,0.159540302267547,0.201577677412312
60,0.05,0.05,0.1,0.01,0.05,0.1,0.921,0.856,0.12349524105433,0.159917145222317
60,0.05,0.05,0.1,0.01,0.05,0.2,0.828,0.786,0.102465138549807,0.129054329407058
60,0.05,0.05,0.1,0.01,0.05,0.3,0.702,0.759,0.0878538433186288,0.115981685945379
60,0.05,0.05,0.1,0.01,0.1,0.01,0.919,0.791,0.119262518703074,0.162634071776983
60,0.05,0.05,0.1,0.01,0.1,0.1,0.861,0.715,0.101151742340382,0.133007340828073
60,0.05,0.05,0.1,0.01,0.1,0.2,0.74,0.704,0.0881279739755446,0.122692497630858
60,0.05,0.05,0.1,0.01,0.1,0.3,0.619,0.673,0.0782832442069961,0.108329508947433
60,0.05,0.05,0.1,0.05,0.01,0.01,0.891,0.997,0.192854133856294,0.230208663004212
60,0.05,0.05,0.1,0.05,0.01,0.1,0.786,0.979,0.132699624260807,0.163403237848143
60,0.05,0.05,0.1,0.05,0.01,0.2,0.713,0.939,0.108655981720753,0.134117689833321
60,0.05,0.05,0.1,0.05,0.01,0.3,0.65,0.895,0.0934534428639323,0.11750933588878
60,0.05,0.05,0.1,0.05,0.05,0.01,0.813,0.846,0.139433204626582,0.170106442562053
60,0.05,0.05,0.1,0.05,0.05,0.1,0.731,0.8,0.108521030961017,0.139823646413826
60,0.05,0.05,0.1,0.05,0.05,0.2,0.683,0.771,0.0979361872112345,0.120756060617004
60,0.05,0.05,0.1,0.05,0.05,0.3,0.592,0.727,0.0852111863353613,0.114018846707491
60,0.05,0.05,0.1,0.05,0.1,0.01,0.746,0.753,0.111068209942294,0.14444071671097
60,0.05,0.05,0.1,0.05,0.1,0.1,0.671,0.737,0.0946230429692049,0.129904232853459
60,0.05,0.05,0.1,0.05,0.1,0.2,0.606,0.695,0.0849475335099637,0.116580301784191
60,0.05,0.05,0.1,0.05,0.1,0.3,0.57,0.646,0.0784855485888107,0.10122950083794
60,0.05,0.05,0.1,0.1,0.01,0.01,0.746,0.995,0.148174351089592,0.179618800441793
60,0.05,0.05,0.1,0.1,0.01,0.1,0.711,0.967,0.12475299324671,0.145688392084081
60,0.05,0.05,0.1,0.1,0.01,0.2,0.67,0.916,0.105447157481795,0.120573536283695
60,0.05,0.05,0.1,0.1,0.01,0.3,0.611,0.853,0.0941385862850906,0.108071132482262
60,0.05,0.05,0.1,0.1,0.05,0.01,0.707,0.839,0.12570986376869,0.15188242971103
60,0.05,0.05,0.1,0.1,0.05,0.1,0.687,0.803,0.109099781679053,0.127627975896333
60,0.05,0.05,0.1,0.1,0.05,0.2,0.582,0.719,0.0903865499774193,0.111058431788773
60,0.05,0.05,0.1,0.1,0.05,0.3,0.581,0.674,0.086673902208826,0.0997308822377666
60,0.05,0.05,0.1,0.1,0.1,0.01,0.674,0.719,0.106972206555369,0.127484286685706
60,0.05,0.05,0.1,0.1,0.1,0.1,0.61,0.683,0.0957273968272791,0.117507664884458
60,0.05,0.05,0.1,0.1,0.1,0.2,0.566,0.661,0.0848033919944873,0.106181738631168
60,0.05,0.05,0.1,0.1,0.1,0.3,0.516,0.628,0.0768444969463396,0.0990013969614248
60,0.05,0.08,0.01,0.01,0.01,0.01,0.999,1,0.261444654849102,0.484689852689704
60,0.05,0.08,0.01,0.01,0.01,0.1,0.957,1,0.152248673603921,0.302665766529395
60,0.05,0.08,0.01,0.01,0.01,0.2,0.881,1,0.118530725970772,0.233929449534807
60,0.05,0.08,0.01,0.01,0.01,0.3,0.77,0.998,0.0987162896366635,0.196197952520016
60,0.05,0.08,0.01,0.01,0.05,0.01,0.989,0.989,0.161241327768078,0.304750502246084
60,0.05,0.08,0.01,0.01,0.05,0.1,0.913,0.98,0.12071638948758,0.23795830143616
60,0.05,0.08,0.01,0.01,0.05,0.2,0.807,0.966,0.100499170686897,0.202290117286389
60,0.05,0.08,0.01,0.01,0.05,0.3,0.734,0.945,0.0895452697207723,0.179041771678178
60,0.05,0.08,0.01,0.01,0.1,0.01,0.95,0.932,0.120342555236407,0.241165350052843
60,0.05,0.08,0.01,0.01,0.1,0.1,0.846,0.908,0.100850758581416,0.203163475274848
60,0.05,0.08,0.01,0.01,0.1,0.2,0.741,0.88,0.0886610433239659,0.176577352745109
60,0.05,0.08,0.01,0.01,0.1,0.3,0.604,0.849,0.0777905826245583,0.157632665343882
60,0.05,0.08,0.01,0.05,0.01,0.01,0.875,1,0.184875555578439,0.349974769460504
60,0.05,0.08,0.01,0.05,0.01,0.1,0.811,1,0.134527038361067,0.258194868893125
60,0.05,0.08,0.01,0.05,0.01,0.2,0.707,1,0.110706315013845,0.213669561271478
60,0.05,0.08,0.01,0.05,0.01,0.3,0.665,1,0.0955236418518645,0.180815685102734
60,0.05,0.08,0.01,0.05,0.05,0.01,0.791,0.979,0.134072500990949,0.261688500387316
60,0.05,0.08,0.01,0.05,0.05,0.1,0.733,0.968,0.110787636997454,0.217496671681367
60,0.05,0.08,0.01,0.05,0.05,0.2,0.66,0.942,0.0952092519104762,0.183664028836948
60,0.05,0.08,0.01,0.05,0.05,0.3,0.62,0.942,0.0884114856600888,0.167601086058655
60,0.05,0.08,0.01,0.05,0.1,0.01,0.743,0.926,0.110706006653661,0.218553254675535
60,0.05,0.08,0.01,0.05,0.1,0.1,0.678,0.894,0.0976661518427141,0.18472443864409
60,0.05,0.08,0.01,0.05,0.1,0.2,0.601,0.867,0.084478203979936,0.165623663229596
60,0.05,0.08,0.01,0.05,0.1,0.3,0.566,0.865,0.0777173840273788,0.153825935062864
60,0.05,0.08,0.01,0.1,0.01,0.01,0.768,1,0.153161866974327,0.279922374103569
60,0.05,0.08,0.01,0.1,0.01,0.1,0.695,1,0.120533886488019,0.225575347835794
60,0.05,0.08,0.01,0.1,0.01,0.2,0.649,1,0.103025194072642,0.193187035634498
60,0.05,0.08,0.01,0.1,0.01,0.3,0.611,0.999,0.0939903533015506,0.171177060728624
60,0.05,0.08,0.01,0.1,0.05,0.01,0.709,0.965,0.124761810470004,0.229259979518867
60,0.05,0.08,0.01,0.1,0.05,0.1,0.679,0.974,0.111854420825608,0.198091991927914
60,0.05,0.08,0.01,0.1,0.05,0.2,0.583,0.934,0.0918966065108309,0.171385728163765
60,0.05,0.08,0.01,0.1,0.05,0.3,0.549,0.935,0.084776416957108,0.160587702849225
60,0.05,0.08,0.01,0.1,0.1,0.01,0.644,0.911,0.102678100937875,0.198668597385671
60,0.05,0.08,0.01,0.1,0.1,0.1,0.612,0.875,0.094372038790193,0.173037163011974
60,0.05,0.08,0.01,0.1,0.1,0.2,0.599,0.853,0.0872163524694586,0.156422929865172
60,0.05,0.08,0.01,0.1,0.1,0.3,0.546,0.848,0.0826379377476617,0.145040680561344
60,0.05,0.08,0.05,0.01,0.01,0.01,1,1,0.265977070532111,0.484478706582727
60,0.05,0.08,0.05,0.01,0.01,0.1,0.961,1,0.153610349204633,0.300580366709347
60,0.05,0.08,0.05,0.01,0.01,0.2,0.908,0.999,0.119143522578847,0.232526205298511
60,0.05,0.08,0.05,0.01,0.01,0.3,0.803,1,0.100548391561801,0.19682833977135
60,0.05,0.08,0.05,0.01,0.05,0.01,0.989,0.983,0.160365994707731,0.304241154475526
60,0.05,0.08,0.05,0.01,0.05,0.1,0.923,0.98,0.122684255070586,0.243171341084825
60,0.05,0.08,0.05,0.01,0.05,0.2,0.843,0.96,0.102685930479168,0.199621223113781
60,0.05,0.08,0.05,0.01,0.05,0.3,0.704,0.95,0.0876701205131349,0.178466215345321
60,0.05,0.08,0.05,0.01,0.1,0.01,0.946,0.929,0.120891376818624,0.233555603869034
60,0.05,0.08,0.05,0.01,0.1,0.1,0.835,0.919,0.100158682636133,0.209635068091961
60,0.05,0.08,0.05,0.01,0.1,0.2,0.744,0.893,0.0902746680036338,0.178198136052307
60,0.05,0.08,0.05,0.01,0.1,0.3,0.595,0.859,0.0774769234534351,0.159778565988465
60,0.05,0.08,0.05,0.05,0.01,0.01,0.865,1,0.183204450758508,0.355025885826031
60,0.05,0.08,0.05,0.05,0.01,0.1,0.81,0.999,0.137209143402192,0.261957599658466
60,0.05,0.08,0.05,0.05,0.01,0.2,0.742,1,0.111757236117031,0.209850395222451
60,0.05,0.08,0.05,0.05,0.01,0.3,0.645,0.997,0.0916102184675126,0.184657819492307
60,0.05,0.08,0.05,0.05,0.05,0.01,0.804,0.979,0.136996825635819,0.259724401511091
60,0.05,0.08,0.05,0.05,0.05,0.1,0.737,0.964,0.113873240392349,0.217254485648023
60,0.05,0.08,0.05,0.05,0.05,0.2,0.675,0.966,0.0961213971697494,0.18885139623784
60,0.05,0.08,0.05,0.05,0.05,0.3,0.591,0.942,0.085312970372827,0.165035250976452
60,0.05,0.08,0.05,0.05,0.1,0.01,0.719,0.932,0.107673405427983,0.217619061316187
60,0.05,0.08,0.05,0.05,0.1,0.1,0.704,0.892,0.0982920475183868,0.184963088066584
60,0.05,0.08,0.05,0.05,0.1,0.2,0.616,0.884,0.0866571897373768,0.167760960000359
60,0.05,0.08,0.05,0.05,0.1,0.3,0.576,0.86,0.0802814222391049,0.156382713487115
60,0.05,0.08,0.05,0.1,0.01,0.01,0.784,1,0.150622962207673,0.27962559400662
60,0.05,0.08,0.05,0.1,0.01,0.1,0.704,1,0.124442242816432,0.224899738470528
60,0.05,0.08,0.05,0.1,0.01,0.2,0.641,1,0.103642769632587,0.194134253867032
60,0.05,0.08,0.05,0.1,0.01,0.3,0.601,0.998,0.0942086885032162,0.169216400211306
60,0.05,0.08,0.05,0.1,0.05,0.01,0.747,0.974,0.13222918724788,0.225438896542219
60,0.05,0.08,0.05,0.1,0.05,0.1,0.68,0.963,0.111589240620523,0.198639604970509
60,0.05,0.08,0.05,0.1,0.05,0.2,0.614,0.94,0.0951964993247565,0.174199795714955
60,0.05,0.08,0.05,0.1,0.05,0.3,0.583,0.928,0.0858466001776859,0.158457390369393
60,0.05,0.08,0.05,0.1,0.1,0.01,0.667,0.901,0.106316485974075,0.195857943027434
60,0.05,0.08,0.05,0.1,0.1,0.1,0.623,0.889,0.094332360625075,0.177071301225467
60,0.05,0.08,0.05,0.1,0.1,0.2,0.545,0.84,0.0853049329736604,0.152889610411646
60,0.05,0.08,0.05,0.1,0.1,0.3,0.552,0.834,0.0818687206126543,0.144359597424169
60,0.05,0.08,0.1,0.01,0.01,0.01,0.997,1,0.264673701294797,0.48317869127048
60,0.05,0.08,0.1,0.01,0.01,0.1,0.978,1,0.156078044305743,0.302067959101393
60,0.05,0.08,0.1,0.01,0.01,0.2,0.879,1,0.117549585257231,0.230757238487892
60,0.05,0.08,0.1,0.01,0.01,0.3,0.803,0.999,0.0998115597831117,0.194585058098341
60,0.05,0.08,0.1,0.01,0.05,0.01,0.991,0.985,0.162011212424901,0.306529958341812
60,0.05,0.08,0.1,0.01,0.05,0.1,0.928,0.978,0.123043377491018,0.242795438294284
60,0.05,0.08,0.1,0.01,0.05,0.2,0.83,0.956,0.103195876983498,0.197935239890333
60,0.05,0.08,0.1,0.01,0.05,0.3,0.727,0.958,0.0899690232504749,0.17634393701363
60,0.05,0.08,0.1,0.01,0.1,0.01,0.956,0.914,0.120339410427872,0.233160763679144
60,0.05,0.08,0.1,0.01,0.1,0.1,0.841,0.898,0.100474012811101,0.198641552623004
60,0.05,0.08,0.1,0.01,0.1,0.2,0.734,0.904,0.0882979816045532,0.180195218188757
60,0.05,0.08,0.1,0.01,0.1,0.3,0.615,0.87,0.0787046288062425,0.160635931329283
60,0.05,0.08,0.1,0.05,0.01,0.01,0.89,1,0.189458463778328,0.350939364543084
60,0.05,0.08,0.1,0.05,0.01,0.1,0.765,1,0.131994518195751,0.261671069713137
60,0.05,0.08,0.1,0.05,0.01,0.2,0.714,1,0.105544121010932,0.209698807562768
60,0.05,0.08,0.1,0.05,0.01,0.3,0.658,0.999,0.0933054264379239,0.18384415106812
60,0.05,0.08,0.1,0.05,0.05,0.01,0.811,0.982,0.13946198910992,0.267265563595948
60,0.05,0.08,0.1,0.05,0.05,0.1,0.755,0.969,0.118243103710655,0.220070767072589
60,0.05,0.08,0.1,0.05,0.05,0.2,0.668,0.95,0.0951226377828773,0.184898739125997
60,0.05,0.08,0.1,0.05,0.05,0.3,0.59,0.939,0.0871406598944576,0.16910735410821
60,0.05,0.08,0.1,0.05,0.1,0.01,0.741,0.92,0.109461707831815,0.217311812408221
60,0.05,0.08,0.1,0.05,0.1,0.1,0.668,0.889,0.0940799136280484,0.189043940145909
60,0.05,0.08,0.1,0.05,0.1,0.2,0.624,0.87,0.0858135086129139,0.165207414928312
60,0.05,0.08,0.1,0.05,0.1,0.3,0.561,0.855,0.0770964517769625,0.150376712823216
60,0.05,0.08,0.1,0.1,0.01,0.01,0.777,1,0.153852027547024,0.280086646226144
60,0.05,0.08,0.1,0.1,0.01,0.1,0.728,1,0.126441334961171,0.225484179208008
60,0.05,0.08,0.1,0.1,0.01,0.2,0.651,1,0.103918266817417,0.195072711037562
60,0.05,0.08,0.1,0.1,0.01,0.3,0.6,0.999,0.0913314740409687,0.170763295554658
60,0.05,0.08,0.1,0.1,0.05,0.01,0.735,0.965,0.123425071762937,0.223931327030991
60,0.05,0.08,0.1,0.1,0.05,0.1,0.651,0.955,0.106217323389259,0.193792239544014
60,0.05,0.08,0.1,0.1,0.05,0.2,0.635,0.942,0.0984433044738396,0.170116788276086
60,0.05,0.08,0.1,0.1,0.05,0.3,0.586,0.937,0.0863422583208033,0.155223100356568
60,0.05,0.08,0.1,0.1,0.1,0.01,0.678,0.904,0.109508798249289,0.192214215603083
60,0.05,0.08,0.1,0.1,0.1,0.1,0.624,0.886,0.0944026932819297,0.178435979668919
60,0.05,0.08,0.1,0.1,0.1,0.2,0.576,0.865,0.0868835316101365,0.155737816447867
60,0.05,0.08,0.1,0.1,0.1,0.3,0.536,0.845,0.0793816988751816,0.144996691607828
60,0.05,0.12,0.01,0.01,0.01,0.01,0.998,1,0.263905379244219,0.639468540017144
60,0.05,0.12,0.01,0.01,0.01,0.1,0.957,1,0.15205849110533,0.42940723375773
60,0.05,0.12,0.01,0.01,0.01,0.2,0.895,1,0.119557601011348,0.338998507585006
60,0.05,0.12,0.01,0.01,0.01,0.3,0.774,1,0.0978818808838329,0.288659660951453
60,0.05,0.12,0.01,0.01,0.05,0.01,0.986,0.999,0.160920220438846,0.436081698973675
60,0.05,0.12,0.01,0.01,0.05,0.1,0.94,1,0.124442383267159,0.345457531039772
60,0.05,0.12,0.01,0.01,0.05,0.2,0.809,0.999,0.102784875738835,0.293992299202783
60,0.05,0.12,0.01,0.01,0.05,0.3,0.727,0.995,0.0877874402335197,0.258747022222823
60,0.05,0.12,0.01,0.01,0.1,0.01,0.937,0.991,0.118104523323889,0.340434497623569
60,0.05,0.12,0.01,0.01,0.1,0.1,0.843,0.987,0.100409144565252,0.290338648688074
60,0.05,0.12,0.01,0.01,0.1,0.2,0.746,0.98,0.0892216928410931,0.257299963927596
60,0.05,0.12,0.01,0.01,0.1,0.3,0.652,0.978,0.0796934311704873,0.230184516475871
60,0.05,0.12,0.01,0.05,0.01,0.01,0.861,1,0.185241066024624,0.493265642305159
60,0.05,0.12,0.01,0.05,0.01,0.1,0.785,1,0.134138428962259,0.371379612732667
60,0.05,0.12,0.01,0.05,0.01,0.2,0.726,1,0.110126669200709,0.309291114670743
60,0.05,0.12,0.01,0.05,0.01,0.3,0.677,1,0.0971952154595177,0.271588458915591
60,0.05,0.12,0.01,0.05,0.05,0.01,0.758,1,0.133090358212584,0.375355414854186
60,0.05,0.12,0.01,0.05,0.05,0.1,0.742,1,0.112486038809081,0.319030069447261
60,0.05,0.12,0.01,0.05,0.05,0.2,0.659,0.998,0.095888509262872,0.275125806019773
60,0.05,0.12,0.01,0.05,0.05,0.3,0.604,0.999,0.0859976210208993,0.245269811783734
60,0.05,0.12,0.01,0.05,0.1,0.01,0.744,0.985,0.10994867845072,0.312035168737453
60,0.05,0.12,0.01,0.05,0.1,0.1,0.682,0.988,0.0967517682309409,0.274178756976163
60,0.05,0.12,0.01,0.05,0.1,0.2,0.623,0.983,0.0873426195636495,0.248316187651226
60,0.05,0.12,0.01,0.05,0.1,0.3,0.551,0.982,0.0772760675123698,0.227142303920333
60,0.05,0.12,0.01,0.1,0.01,0.01,0.782,1,0.155940143695765,0.40336662959056
60,0.05,0.12,0.01,0.1,0.01,0.1,0.719,1,0.126353848320291,0.330045565512723
60,0.05,0.12,0.01,0.1,0.01,0.2,0.643,1,0.103468139158929,0.282826881556413
60,0.05,0.12,0.01,0.1,0.01,0.3,0.6,1,0.093233454263177,0.250959347885675
60,0.05,0.12,0.01,0.1,0.05,0.01,0.718,1,0.12465695854981,0.330968319446024
60,0.05,0.12,0.01,0.1,0.05,0.1,0.676,0.998,0.108751911913317,0.28750873042166
60,0.05,0.12,0.01,0.1,0.05,0.2,0.63,0.999,0.0978993161376168,0.254499133422387
60,0.05,0.12,0.01,0.1,0.05,0.3,0.575,0.995,0.0857574464758715,0.229530890717304
60,0.05,0.12,0.01,0.1,0.1,0.01,0.648,0.989,0.104645671713404,0.285106660656657
60,0.05,0.12,0.01,0.1,0.1,0.1,0.607,0.983,0.0944672687096889,0.252355845982268
60,0.05,0.12,0.01,0.1,0.1,0.2,0.569,0.983,0.084539282871324,0.228748825563443
60,0.05,0.12,0.01,0.1,0.1,0.3,0.532,0.972,0.0783193224553628,0.213279389038867
60,0.05,0.12,0.05,0.01,0.01,0.01,0.998,1,0.263998285005489,0.638847305953432
60,0.05,0.12,0.05,0.01,0.01,0.1,0.964,1,0.156929778800036,0.428577270163732
60,0.05,0.12,0.05,0.01,0.01,0.2,0.89,1,0.119025758145091,0.338797980165088
60,0.05,0.12,0.05,0.01,0.01,0.3,0.783,1,0.0983096765207573,0.287944262445832
60,0.05,0.12,0.05,0.01,0.05,0.01,0.989,1,0.161727201628695,0.438979481195001
60,0.05,0.12,0.05,0.01,0.05,0.1,0.911,1,0.122471289097729,0.350373498933003
60,0.05,0.12,0.05,0.01,0.05,0.2,0.815,0.999,0.100217777005127,0.290764083552113
60,0.05,0.12,0.05,0.01,0.05,0.3,0.739,0.999,0.0903087773961601,0.262196207554226
60,0.05,0.12,0.05,0.01,0.1,0.01,0.937,0.992,0.118623449919591,0.339837671418452
60,0.05,0.12,0.05,0.01,0.1,0.1,0.857,0.985,0.102035991818348,0.291502422990038
60,0.05,0.12,0.05,0.01,0.1,0.2,0.725,0.982,0.0891849114016557,0.255405755493115
60,0.05,0.12,0.05,0.01,0.1,0.3,0.611,0.981,0.0786840163554042,0.236438415140975
60,0.05,0.12,0.05,0.05,0.01,0.01,0.879,1,0.183803740572035,0.491239651370678
60,0.05,0.12,0.05,0.05,0.01,0.1,0.788,1,0.134952497970166,0.374947143282888
60,0.05,0.12,0.05,0.05,0.01,0.2,0.749,1,0.111622482923931,0.309623426360971
60,0.05,0.12,0.05,0.05,0.01,0.3,0.657,1,0.09577799391952,0.269980727327277
60,0.05,0.12,0.05,0.05,0.05,0.01,0.795,0.999,0.135399823792895,0.38074024309202
60,0.05,0.12,0.05,0.05,0.05,0.1,0.723,1,0.112042605059371,0.317260743200271
60,0.05,0.12,0.05,0.05,0.05,0.2,0.655,1,0.095334506514897,0.275748428713479
60,0.05,0.12,0.05,0.05,0.05,0.3,0.633,1,0.0878384846266703,0.244976591327506
60,0.05,0.12,0.05,0.05,0.1,0.01,0.731,0.992,0.109367243849826,0.309918929301779
60,0.05,0.12,0.05,0.05,0.1,0.1,0.642,0.993,0.0935219123702659,0.275193238784667
60,0.05,0.12,0.05,0.05,0.1,0.2,0.597,0.984,0.0823191228483664,0.245362135878976
60,0.05,0.12,0.05,0.05,0.1,0.3,0.55,0.977,0.0772648311067656,0.226233278659964
